384,46:37:36N,008:01:55E,0,T,GrindlwldBhf, *Z20
385,44:57:00N,005:37:30E,848,TL,Grisail, *Z50
386,45:59:08N,007:46:58E,3087,T,GrnrgrtBhnBr, *Z20
387,46:14:56N,009:08:47E,0,T,Grono Kirche, *Z20
388,46:17:54N,010:16:29E,0,T,Grosio K, *Z20
389,46:37:11N,008:35:59E,0,T,GrschnlpBrgs, *Z20
390,45:53:59N,007:11:39E,1913,T,Grstbern, *Z20
391,45:52:13N,007:10:18E,0,T,GrStBrnhrdPs, *Z20
392,46:58:53N,009:38:49E,0,T,Gruesch Bhf, *Z20
393,46:35:39N,007:05:40E,687,TA,Gruyeres,124.67 *Z100
394,46:35:10N,007:05:05E,0,T,GruyrsSchlss, *Z20
395,46:16:28N,007:03:39E,0,T,Gryon Bhf, *Z20
396,46:28:30N,007:17:14E,0,T,Gstaad Bhf, *Z20
397,46:23:08N,007:16:00E,0,T,Gsteig K, *Z20
398,47:15:29N,007:34:40E,0,T,Guensberg K, *Z20
399,46:45:45N,007:26:37E,0,T,GurniglbdHtl, *Z20
400,46:55:15N,007:26:27E,0,T,Gurten Hotel, *Z20
401,46:43:35N,007:51:49E,0,T,Habkern K, *Z20
402,47:03:25N,007:11:06E,0,T,Hagneck B, *Z20
403,46:27:14N,007:29:44E,0,T,HahnenmosHtl, *Z20
404,48:37:55N,009:25:55E,0,TA,Hahnweide, *Z100
405,47:19:24N,008:11:42E,0,T,HallwlSchlss, *Z20
406,48:46:45N,010:41:57E,0,T,Harburg, *Z20
407,46:41:54N,007:51:08E,0,T,Harder Hotel, *Z20
408,48:16:48N,008:05:42E,0,T,Hasach Bhf, *Z20
409,47:16:52N,008:52:59E,760,TA,Hasenstrick,127.52 *Z100
410,48:17:00N,008:17:00E,0,T,Hausach Bhf, *Z20
411,47:14:19N,008:30:56E,587,TA,Hausen am Albis,130.75 *Z100
412,46:40:20N,007:06:13E,0,T,Hauteville K, *Z20
413,47:26:51N,009:32:16E,0,T,Heiden Bhf, *Z20
414,48:40:48N,010:09:27E,0,T,HeidenhemBhf, *Z20
415,46:49:47N,007:41:54E,0,T,HeimnschwndK, *Z20
